,Unnamed: 0,class,text,Offensive
4067,12270,2,LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe,0
4068,12275,1,LMAO what a comeback. &#8220;@somethinzfuckee: @0beyYourMaster @traybonmartin says the twat with the sides of her head shaved like a damn asshole.,1
4069,12285,2,LMFAOOOOO BYE &#8220;@DatGuyBren: American sports trash. Soccer and Hockey the best sports.&#8221;,0
4070,12291,2,"LOL at the Benghazi ""hearings"" that proved nothing other than Republicans only care about taking down PBO. #foxnews #teabaggers",0
4071,12292,2,LOL there's a talking monkey live on the internet! Will wonders never cease?,0
4072,12294,2,"LOLOLOL RT @AjalaPilgrim: Freddy still have all the birds, doppz still a wet man, harry still on parry, and we salting",0
4073,12295,0,LRG ass nigguh,1
4074,12299,1,Ladies love a real nicca,1
4075,12305,2,Lakers are a purple and yellow garbage can,0
4076,12306,0,Lakers are trash right now.,1
4077,12307,2,Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.,0
4078,12317,0,Late night phone convos with my hoomie that nigga a gook,1
4079,12321,2,"Laughing at my deck that they gave me, yellow and jesus stencils all over it",0
4080,12323,2,Lauren &amp; I ate candy we found on the floor during class we are trash,0
4081,12328,1,"Lean wit it, Rock wit it az niccas. Lol",1
4082,12330,1,Leave a nicca traumatized,1
4083,12331,2,Leave it 2 #teabaggers 2 whine about infrastructure when they r the ones who won't pay for it. Waiting on god to fix it? #morningjoe,0
4084,12334,2,Leave it up to me it would've been in the trash.... All of it.,0
4085,12343,2,Legion of jig &#128557;&#128557;&#128557;,0
4086,12345,1,"Lesbians all be like ""yo-ho and scissor me timbers!""",1
4087,12346,1,Lesson: #NFL is 4 heterosexuals. Wat else do we need besides Michael Sam for us fags to get a clue. Breeders have their thing we have ours,1
4088,12350,1,Let a niggah try me,1
4089,12351,1,"Let a nigguh try me , fuck around fuck around fuck around meet his daddy",1
4090,12362,2,Let the jig commence http://t.co/pqvJiEvqZa,0
4091,12363,1,Let the niccas feel on her booty.. lmaoRT @55OptimusPrime: take her to the hood were they do most good,1
4092,12367,2,Let this white boy be ghetto&#127773;,0
4093,12369,1,Let's Go LA #support my niccas no matter what,1
4094,12370,2,Let's be serious. Most fans/callers wanted to run heavily and dink and dunk. doesn't work great against a D you can't get extra yrds against,0
4095,12371,2,"Let's cripple the vanity industry. How? Actually start liking who we are, and how we look.",0
4096,12372,2,Let's go for the sweep!! #Yankees #SubwaySeries,0
4097,12373,2,Let's just say the hotel I've been staying at isn't going to want this hand towel back. I had no idea I could turn 'em that shade of yellow.,0
4098,12375,2,"Let's play ""What will the ghetto white girl with neck tattoos in front of me buy.""
If you answered Cigarillo's...you've seen this episode b4",0
4099,12378,2,Lethal bird flu cocktail sent out of lab accidentally went unreported &#8211; CDC http://t.co/MO2m6q3xTt,0
4100,12379,2,Lets finish strong Yankees,0
4101,12380,2,Lets go #hoosiers #iubb &#127936; http://t.co/R6Te1dxP,0
4102,12384,1,"Libertarians can be such pussies thought you believed in self defense, yet you want a peaceful revolution?",1
4103,12386,2,"Libs trash Saira Blair, an 18-year-old Republican who won a seat in the West Virginia legislature 
http://t.co/V01w8UamJy",0
4104,12399,1,Life is only unfair if you're a cunt,1
4105,12400,1,Life is too fuckin short for free bird,1
4106,12406,1,Light skin niccas always wanna try to be Ike Turner! Lol RT @LuckyLucci5: @VonshayeB only if u can take one back&#128514;&#128514;&#128514;,1
4107,12407,1,Light skin niggah &#128514;,1
4108,12408,1,Lighting my pretty ass up w them yellow stars lls,1
4109,12411,1,"Like #Buddha gives a SHIT about #Obama or some other fuckin' NAZI FUCK #socialist #retard with a fuckin' #iphone. DON""T MAKE ME LAUGH&gt;",1
4110,12413,2,"Like Baathists before them, #ISIS &amp; Al Qaeda supporters' rivalry is as absurd as their cause - battling for who's the more authentic Jihadi",0
4111,12435,1,Like my twat,1
4112,12437,1,Like real shit dude da closest nicca I done seen to AI,1
4113,12447,2,Lil Kim really made herself trash smh &#128148;,0
4114,12460,2,Lilly just tried to climb up a tree after a bird and completely failed oh my god &#128514;,0
4115,12466,2,Literally in the middle of the ghetto and these people look scary,0
4116,12467,1,Literally just got shit on by a seagull..... You're gonna fuckin die bird,1
4117,12468,2,Literally just got up and the first thing I did was chug a huge glass of water,0
4118,12472,2,Little bitty bumble bee&#128029;&#128029; #bumblebee http://t.co/WgYL5UpjQq,0
4119,12473,0,Little fucking gook who smells like shit. An than thinking they're the motherfuckin boss. THE FUCK!,1
4120,12474,2,Little things can just kill a negros mood man,0
4121,12475,2,Live birds found in Elmo doll at US-Mexico border (from @AP) http://t.co/JCH9HQVlPl,0
4122,12478,1,Lmao &#128075;RT @FreakyT252: &#8220;@VonshayeB: My nicca! RT @FreakyT252: &#127936;&#127936;&#127936;&#8221; wat fool??,1
4123,12481,1,Lmao I look like some 80s retard today http://t.co/ZGFv8Z3hQc,1
4124,12487,2,Lmao RT @MoeMartin44 The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds,0
4125,12490,2,Lmao RT @iPOSTBADTWEETS: Lowkey Peyton Manning trash,0
4126,12493,1,"Lmao drake is on some bullshit with Serena Williams, wallah she looks like a tranny",1
4127,12498,2,Lmao redskins turnin up,0
4128,12501,2,"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",0
4129,12525,2,Lmaoo we was sayin this same statement last year RT @DeeSwaggyJay93 Boozer is trash bro I'm done!! &#128514;,0
4130,12526,0,Lmaooo RT @Handsomeesco_55 She a tranny if she can open a jar of pickles by herself,1
4131,12527,2,Lmaooo naw man RT @DipOnline Yo want in RT @HumbltonBanks: U serious bro?? lol RT @CheezMoeJenkinz 2-3:10am early bird special,0
4132,12528,1,"Lmaooo nigga said a ""Hol it down"" dyke was in the background",1
4133,12529,1,Lmaooo wait so why everybody talm bout card crackers?! I missed it,1
4134,12533,2,"Lmaoooo!!!!!!!!!!!! ""@King_Komo: A bird in the hand is worth two in the bush. http://t.co/50Ye6jAADU""",0
4135,12536,1,Lmaooooo im outta here RT @da_1eye_creep Bobby Shmurda looks like a negro league player http://t.co/SngyNAGULC,1
4136,12538,2,Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?,0
4137,12546,2,Lmfao RT @NYDailyNews: The New York @Yankees have won 27 World Series titles &#8211;&#160;the most of all-time.,0
4138,12554,2,Lmfao no you didnt RT @SS4_Fresh: @vivelacourtney got cute new avi and all but she too old for colored contacts &#128073;&#128064;&#128584;,0
4139,12556,1,Lmfao this is some straight up retarded shit up in here,1
4140,12558,1,Lmfao watching Brokeback Mountain with Taylor cuz we've both never seen it aha #queers @mckinley719,1
4141,12578,1,Lol I never understood retards who use the atm and pay a $2 fee to get $20 and put it in gas so the don't pay the credit price -_-,1
4142,12582,1,Lol It ain't nun wrong wit Tryn to be 1 of da realist niccas n da city tho #salute,1
4143,12583,1,Lol Jk I changed my number on them ho*s,1
4144,12585,0,Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice,1
4145,12593,1,Lol at these honkies talking trash I'm done with this shit #growup #whitetrash,1
4146,12599,2,Lol colored contacts played out.,0
4147,12603,2,Lol ike Turner http://t.co/8yNqYYaOjo,0
4148,12608,1,Lol look @LoveRHateMe_ is Mike Brown's twitter. Look at the trash he wrote about lmao. Gentle Giant my ass #Ferguson,1
4149,12609,1,Lol my brother a fag Mann,1
4150,12612,1,Lol niccas remember the ginyu force &#128514;,1
4151,12616,1,Lol shawty at sheets gave me her number haha I throw tht shit in trash outside,1
4152,12619,1,Lol they tricking niccas left n right,1
4153,12620,1,"Lol this freshman said why dress up as a baby that's so retarded, I said well I mean u act like a baby so might as well dress like one",1
4154,12624,0,Lol you're a cunt liar and I hope you drop dead k :-),1
4155,12626,0,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass.",1
4156,12629,2,Lol.. shut up! RT @ABrown252: @VonshayeB lmao early bird gets the worm,0
4157,12630,1,Lololol joey lattimes phone just called him retarded,1
4158,12634,2,Long yellow.,0
4159,12637,1,Look at me. Does it look like I give a fuck? Or half a fuck? Or the square root of a fuck. No. The slope of my fuck is zero.,1
4160,12641,0,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3",1
4161,12655,1,Lookin like a total swag fag ayeeee,1
4162,12656,2,Looking back I liked colored better. Let's go back to that,0
4163,12657,2,Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.,0
4164,12659,2,Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.,0
4165,12660,2,Looks like a tool but is useful as a clay hammer #fag @hOPPondis http://t.co/K7wqlAWRwM,0
4166,12661,2,Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB,0
4167,12662,1,Looks like the next douche bag #teabagger to be crowned governor is some ghoul named Ducey (rhymes with douchy) #azgov #azvotes #Tcot #gop,1
4168,12664,1,Lord please get me out of this ghetto ass hospital &#128514;&#128514;,1
4169,12668,1,"Lot of my peeps playing 2nite, G playing against the heat, my nig Louie playing against Rutgers, and my girl tif playing in the WNBA finals",1
4170,12674,2,Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell,0
4171,12681,1,Lowkey got a Fan of my hoop skills at lbcc aha he my niggah now lol,1
4172,12690,2,"MT: ""@DocKozlowski: Ted Cruz ""We are proud wacko birds"". #StandWithCruz #KeepCruzing"" is that a pun?",0
4173,12696,2,"Mace For Your Wife, Charlie Brown? #rejectedpeanutsspecials",0
4174,12697,2,"Mad respect to Affleck for refusing to wear a Yankees cap, though as a Sox fan wearing a Mets cap probably irritated him too.",0
4175,12701,2,Madea and this old hillbilly are hilarious together.,0
4176,12702,2,Magellan? You suck at trash talk. @physguy2 @submix8c,0
4177,12704,2,Majority of it is trash anyway.,0
4178,12706,2,"Majority of the time, a woman's story is trash anyway...",0
4179,12714,2,Making brownies,0
4180,12715,2,Making up Drake disses&gt;&gt; RT @RepMyCityX: @TyZebruh cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA,0
4181,12720,1,Man I just watched that 50 shades of gay trailer and that shit looked like the wackest movie of all time. Y'all be hyping up trash on here,1
4182,12722,0,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...,1
4183,12726,1,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that,1
4184,12727,1,Man I'm tryna give Chief Keef's mixtape a chance but this shit trash,1
4185,12728,2,Man arrested after 40 opened nip bottles of vodka found in car http://t.co/VtusSbGHbR,0
4186,12735,2,Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow,0
4187,12736,2,Man in zebra print dress robs bank http://t.co/3xaPAYzbge,0
4188,12740,2,Man talk to em RT @StraightCash08: Of course nothing is wrong with applebee&#8217;s if you like trash food.,0
4189,12752,1,"Man, I'm wish big booty bytches would use some other nickname other than Judy... Shy is so typical and old..",1
4190,12754,2,"Man, that is a serious shiner Chara's sporting. Yowza.",0
4191,12755,1,Mane if dis nicca call me 1 mo time n say he Finna pull up but dnt pull up,1
4192,12756,1,Mane wtf I wake up look at da window it's showin like a mf outside...Good thing a nicca went to Walmart yesterday Good Aone snacks,1
4193,12757,2,Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -,0
4194,12760,2,Mannnn tonight feels like trash.,0
4195,12762,2,Manual labor so trash,0
4196,12763,2,Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional. #tcot,0
4197,12766,1,Marcus Colston so damn trash.,1
4198,12767,2,Marcus Smart belongs on the Celtics. Both trash. It was destiny.,0
4199,12772,2,"Mark Teixeira finally stepping up, HR and couple of BBs #Yankees",0
4200,12775,2,"Mata'i ngeli, alu o polosi ho nifo..",0
4201,12776,1,Math is forever confusing to me #retard,1
4202,12780,2,"May the bird of paradise fly up your nose.
May an elephant caress you with his toes.
May your wife have runners u&#8230; http://t.co/h6e278e85s",0
4203,12781,2,"Maybe @barackobama is colored blind with his 'red lines' and all. Tough talk, no walk. #tcot",0
4204,12782,2,Maybe I don't feel too great because I only got 3hrs of sleep. Surely it's not last nights boxes of cookies &amp; crackers dinner! &#128055; &#128534; #chunk,0
4205,12786,1,Maybe I'm just some bitter ass nigguh like Obito,1
4206,12787,1,"Maybe I'm the one, maybe I'm the two, maybe I'm the nigguh that you call when you're through.",1
4207,12790,1,"Maybe reluctantly, but they've done it. What does this mean for a discrimination law in the state? Culturally for queer people in the state?",1
4208,12793,2,"McCann, although not having the greatest of seasons, would be a step up from Russel Martin. McCann or Carlos Ruiz #MLB #Yankees",0
4209,12794,2,McDonald's is hella trash to me now,0
4210,12798,2,Me &amp; hubby relaxing from the studio for a lil...then headed str8 to my honey doo wop wops bday bash Kristen... http://t.co/FOnJOFdzJC,0
4211,12801,1,Me and da @iamcolinquinn gonna do a reboot of da Jeffersons. Only dis time he gonna be Weezy and we married pre op trannies,1
4212,12806,1,"Me and my nig @yungNAUGHTI be running shit in Miami on the court, we only lost one game in 3 days",1
4213,12807,1,Me and my nigguh stay doin it,1
4214,12808,2,Me and this song bird sang in the same HS gospel choir!! http://t.co/aJ5HwhpRwc,0
4215,12809,1,Me calling bout a nigga &#128564; shit for the birds. &amp; then a nigga that ain't fucking me &#128514; I do not fucking care,1
4216,12810,2,Me gusta pollo so espa&#241;ol that. Lol. &#127831;,0
4217,12811,1,Me n niccas ya type Neva exchange #'s .. Wanna talk down n still gain from us!,1
4218,12816,2,"Me: downloads flappy bird*
Sierra: ""welp there goes school""",0
4219,12818,2,Meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding @ FHC,0
4220,12821,2,"Meet India&#8217;s amazing, death-defying monkey king &#8594; http://t.co/dGcmLFSIrh http://t.co/VYw3FsWwdv",0
4221,12826,0,Members of non-traditional religions are all sub-human trash.,1
4222,12827,2,Memorial Weekend early bird wine walk price is still available! We have 21 participating locations http://t.co/bBYoTneeBn,0
4223,12828,2,Mentions probably look like a septic tank. RT @BillCosby: Go ahead. Meme me! http://t.co/2QttvwWICy #CosbyMeme http://t.co/72IMb6Rfzn,0
4224,12836,2,Met a woman who was trying to feed a crow a Brazil nut,0
4225,12840,2,Mi caldito de pollo estuvo incredible!! Ahora a snuggle con mi snuggie y mi hubby... Queeee riiikkooo...,0
4226,12844,2,Miami's run defense is Alex Smith trash.,0
4227,12845,0,"Michael Sam being cut further proves that we fags don't belong in football or #NFL, it is a heterosexual sport for heterosexuals.",1
4228,12850,1,Miley Cyrus just wants to hump things and smoke weed with her retarded ass.,1
4229,12852,1,Miley cyrus kinda looks like a retarded care bear....,1
4230,12857,2,Mint Oreos &gt;&gt;&gt;,0
4231,12858,0,Minus all the retarded poor bots.,1
4232,12859,1,Miss ma niggah leo,1
4233,12862,2,Mississippi state fans are the best to just mock. It's so easy. Poor state. It's hard getting wins against top 25 opponents. #FailState,0
4234,12863,1,Missouri got them swag fags lmao,1
4235,12865,2,Mitt Romney hates big bird. Fascist.,0
4236,12870,2,"Molly and Ellie need the teas, so #CafeShaw bound I go. Everyone else is off to Amsterdam I couldn't get time off so hey ho 8-)",0
4237,12895,2,Monkey see monkey do really Abu,0
4238,12896,2,Monkey see monkey doo,0
4239,12897,1,"Monkey see, monkey do, Narnfraud?
Swiftee &amp; Narnfraud = pathetic and disturbed pair of thugs
#mngop proud?
#stribpol",1
4240,12900,2,"Moral to the story: If you like the Yanks, I'll pretty much do anything you tell me to do.",0
4241,12901,1,More disability bigotry from the left RT @Icampintense: @AaronWorthing @CarolCNN @CNN how can you defend Palin and her retards?,1
4242,12903,2,Morning terror read: 99% of the ocean's trash is gone and no one knows where it went &#8594; http://t.co/CwC2LWCV3T,0
4243,12904,2,Morning trash http://t.co/xba6WWVO7m,0
4244,12905,1,Most Jordan's that dropped in 2014 were trash only fucked with like 3 pair and that's including the columbian,1
4245,12906,0,Most niccas broke but always n the limelight,1
4246,12910,1,Most them niccas I thought was real tried to derail me!,1
4247,12912,2,Mother Nature hates the Yankees and baseball,0
4248,12920,2,"Mr President &amp; homeland security, please ignore any foreign threats and focus your sole attention on our police force #ACAB #LANDOFTHEFREE",0
4249,12924,1,"Mum agrees with me, ur being a wee moody cunt and you cani deal with the fact i'm right:/ #dadsbeingsilly",1
4250,12925,1,Mum told me about that guy from one direction puffin on the dutchy nd I was like so? Least the cunt isny a mad smackhead...,1
4251,12926,2,Munching on ww crackers &amp; studying NYCs trans syst. Since NYC &amp; I haven't had a thing in over 15 yrs #clubinsomnia #vacay,0
4252,12927,1,Murda mook #rip to that shit,1
4253,12928,1,Murda mook!!!!,1
4254,12936,2,Muzzled pit bull with throat slit found on side of road in PA http://t.co/fis8QNvlXu via @examinercom HIDEOUS ABUSE THROAT SLIT LEFT TO DIE,0
4255,12940,2,"My Hawaiian thought of the day, No Aloha for muzzie pigs, EVER!",0
4256,12945,2,"My Oriental Gallery Blog: The New Land of Free Enterprise http://t,co/pz55t90Z",0
4257,12947,1,My True life episode comes on later on tonight at 8pm central time. True Life: I wanna be a tranny.,1
4258,12948,2,My Twitter app is poo trash.,0
4259,12949,0,My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6,1
4260,12951,2,"My arguement with she's the baddest white girl is ""she's trash"".Her argurment with she's trash is ""But she's paid""....",0
4261,12952,1,My asshole credentials? Even rednecks hate me.,1
4262,12954,2,My auto correct makes me sound so FOB,0
4263,12956,2,My baby boy asleep with my monkey that I had since I was little! I love my son so much! http://t.co/ioSARfS3rO,0
4264,12957,2,My baby guinea pig is so cute #Adorable,0
4265,12962,0,My best friend loves Justin beiber what a fag &#128557;&#128514;&#128557; @Cryystalina,1
4266,12963,2,My best friend says I don't need to be in love right now .... he thinks its too soon to love monkey....,0
4267,12965,2,My bf @iamthedannibal loves crows. Thought he might enjoy the last tweet!,0
4268,12966,2,My bird got a headache &#128527;&#128530;,0
4269,12996,2,My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her http://t.co/iFmRPJGyIC,0
4270,13005,1,My cat is fighting the street cat carry through the glass in my room. What the hell. #stfu #pussies,1
4271,13019,1,"My dads side of the family is ghetto af, my moms side if the family all prim and proper. Haha",1
4272,13023,0,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.,1
4273,13024,2,"My doctors office is retarded, ""we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!""",0
4274,13029,1,"My duck got big as fuck. 

Yes, duck, like the bird.",1
4275,13030,1,My dumbass has a redskins mcnab jersey,1
4276,13035,0,My eyes feel so chink eyed,1
4277,13036,2,My favorite DC restaurant is Charlie Palmers. @Sweet_Me_Lissa @sassylibrarian1 @taotao_salupa @tingtingbabyyyy,0
4278,13038,2,My flow retarded &#128526;,0
4279,13039,2,My goal for soccer this year is to get a yellow card every game,0
4280,13042,2,My grandma threw out all of my raps. Ones I made from 7th grade to now. I'm literally crying. Thats all my work in the trash. &#128530;&#128532;&#128547;&#128546;&#128557;&#128560;&#128545;&#128548;&#128544;&#128127;&#128122;&#128589;,0
4281,13045,2,My hair is trash. I need to put a masque on it.. But that takes so much energy that I don't have.,0
4282,13046,2,"My head too big for snapbacks&#128553;&#128532; &#128557;&#128557;&#128557;, I like beanies better anyway&#128076;",0
4283,13047,1,My high school need to gon and throw a hood reunion party. Everybody knows we was ghetto as hell.,1
4284,13053,1,"My honky, my honky. My motherfucking honky.",1
4285,13054,1,"My house is so piece full, thank god these little jungle bunnies are outta my face",1
4286,13067,2,My mama made me some brownies they was everything &#128553;,0
4287,13068,2,"My manager @7FLyy new brand | PRE - ORDER NOW w/
 (404) 394-1570&#160;&#160;--&gt; @sevenflyy ""Red Lust"" &amp; ""Cherry White"" beanies http://t.co/LxjMBCTgJj",0
4288,13069,1,My manager is retarded bruh always asking siri some spellings. &#128514;&#128514;&#128514; ..this nigga is dum af doe,1
4289,13070,0,My managers a stupid cunt yes I said it,1
4290,13074,2,My mom didn't buy me Oreos she doesn't love me,0
4291,13075,1,My mom is a cunt,1
4292,13076,1,"My mom is so clueless to what's going on with me lol she like ""you can't trust negros witcha money"" lmfao whaaaat?",1
4293,13079,1,My mom told me never use the word cunt... ITS MY FAVORITE WORD!!! Cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt,1
4294,13080,2,My mom wants to buy a zebra like for reals,0
4295,13081,1,My mom's a fucking cunt dude.,1
4296,13089,1,My neighbors hate me cuz i smoke weed and blast the most ghetto music from my room.,1
4297,13090,2,My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults,0
4298,13094,2,My nicca @Elijahfnbaby swear he can see me in madden lol,0
4299,13095,2,My nicca Drake gear game is all bad lol,0
4300,13096,1,My nicca Tip can't act for shit in #Takers,1
4301,13098,1,My niccas was too Real fa these Streets #RIP Ike #Free Nwax http://t.co/0a2dy3vZkm,1
4302,13099,1,"My nig ""@im_me_mi: ""@oneshadowlove: yes black people live in Wisconsin lmao @80sbaby4life""shock da shit out me too #learnsomethingeveryday""",1
4303,13100,1,My nig Todd Gurley a beast,1
4304,13101,1,"My nig been talking bout what he gonna be for Halloween since July, to excited!",1
4305,13102,1,My nig jus found out his girl fuckin anotha nig so he meets up wit dis nigga.....,1
4306,13104,2,My nig kkeldalegend took me out for some more of that good old New Orleans soul food! http://t.co/vCBKAcQBHV,0
4307,13105,1,My nig said he don't see the differences between pornos and monster ball.... My face &#128551;,1
4308,13113,1,My niggah,1
4309,13114,1,My niggah I slept perfect,1
4310,13115,1,My niggah I was waiting all weekend to take these shits &#128553;&#128514;,1
4311,13116,1,My niggah my niggah...,1
4312,13117,1,My niggah watch me be awake till 5,1
4313,13119,1,My nigguh,1
4314,13120,1,"My nigguh
Me naturally forever be fly!",1
4315,13121,2,My nips are cold &#128563;,0
4316,13122,2,My nudes are trash.....,0
4317,13124,1,My phone acting retarded,1
4318,13126,2,My phone on 10% fml I still gotta get to the yellow sign lol #motivation lol btw I zoomed in 2x lol http://t.co/LayVBieIML,0
4319,13127,2,My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed,0
4320,13137,1,"My reaction when a spoiled white kid says ""nigga"" like they a thug. #everytime #whiggers http://t.co/FZvwC7AskW",1
4321,13138,1,My roommate is eating so obnoxiously I wanna fucking slit his throat,1
4322,13139,1,My sex game better than yo ex niggah,1
4323,13140,2,My shift won't be over no time so in the mean time im doing what I have to go to get by. And if it means tweeting trash I will,0
4324,13141,1,"My side pieces have real jobs, nigga, I don't fuck with no birds",1
4325,13142,1,My sister called the chinks an asked was they open ctfu she fried!!,1
4326,13146,1,My sister said my step mom is a cunt. &lt;3 i love my Sister (:,1
4327,13147,2,My sister told me that I look like a bird. While my past told me that I look like an alien.,0
4328,13152,1,My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing,1
4329,13154,2,"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it.""",0
4330,13157,1,My two main wiggas and I @chloetarantino http://t.co/oAyBFEJh54,1
4331,13160,1,My wigga RT @showysantoro Ryan Gosling knocked up Eva Mendes swag that man the fuck out,1
4332,13161,1,My wigga... http://t.co/1pbGYaoW3N,1
4333,13168,1,NBA ALLSTAR weekend is an unofficial negro holiday,1
4334,13169,2,"NBA, handle your zebras.",0
4335,13170,2,NEVERMIND I FOUND THEM. ...in the trash...,0
4336,13171,2,"NEW Nashville Noise! @LukeBryanOnline loves burgers, @DierksBentley honky tonks, and @ChrisYoungMusic grabs a pizza. http://t.co/sCCDyhE6EY",0
4337,13174,2,NFC South is trash juice,0
4338,13175,2,NJ-Sole Sole Sauce! Get those soles icy again! http://t.co/kL5KBdIBkh,0
4339,13177,2,"NYC Media last week: LOL, look at the flyover peckerwoods freaking out.

NYC Media now: BRING OUT YOUR DEAD.",0
4340,13178,1,"Na nigguh I don't know how you "" rock""",1
4341,13180,2,Nah Electric Fairy Tale seems cool but I'd rather buy some drugs with that money,0
4342,13190,1,"Nah nicca! WTH are my cheese fries?! &#128530; RT @swiper252: @VonshayeB get me one, bring it to the barber sshop at 11 please &#128525;&#128525;&#128536;&#128536;",1
4343,13191,1,"Nah nicca, its to light to be my dark ass lol RT @swiper252: @VonshayeB and.i knowww thats your baby picture lol",1
4344,13192,1,Nah nicca.. you GOT GAS! &#128541;&#128514;&#128514;&#128514;RT @SpaceJam_Teeg: @VonshayeB &#128514;&#128514;&#128514; blowing gas &#128548;,1
4345,13196,2,Nah. ITS OVER&gt; People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game7,0
4346,13201,2,National Review calls #gay marriage 'lawlessness' http://t.co/QpTreDa6yv #oregon #tcot #gop #NOM #lol #teabaggers,0
4347,13202,1,"Naturally, when a shitty leftist rag talks trash about another shitty leftist rag, you better fall in line. Or you're out of the club. #crw",1
4348,13203,2,Nature's majesty is beautiful! *melts butter* RT @AP: PHOTO: Rare blue-colored red king crab caught in Alaska waters: http://t.co/Ia5kFoU2B3,0
4349,13225,1,Never go full retard....,1
4350,13230,1,Never lettin dat nigguh used twitter in my phone again,1
4351,13234,2,"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?",0
4352,13235,2,Never seen purple bird poop until today lol http://t.co/4Psdx11Uu1,0
4353,13243,1,Never trust a nicca who volunteers another man info ..,1
4354,13244,2,Never turned my back on the birds,0
4355,13247,2,New @TimbersFC jersey should be yellow with a green chevron stripe like charlie brown's jersey,0
4356,13252,2,"New show announced in Lutsen, MN at Papa Charlies on December 11, 2010 http://artistdata.com/a/2oy4",0
4357,13253,2,"New show announced in Lutsen, MN at Papa Charlies on January 29, 2011 http://artistdata.com/a/33ck",0
4358,13256,2,New test makes your poop neon colored if you have colon cancer &#8594; http://t.co/GiGzo0ntpD,0
4359,13260,0,Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4,1
4360,13261,2,Next time you leave magic trash in my jacket try not to have your initials written on them. @whatupag http://t.co/tFV1cZtr,0
4361,13262,1,Nicca In my DM talkn bout follow his Instagram .. Lame nicca I now no longer follow you on twitter .. #WhereTheyDoThatAt,1
4362,13265,1,Niccas be hating on my nicca Jeezy ... #RealTalk,1
4363,13266,1,Niccas be walking 4 flats to catch a nicca they kno in the club,1
4364,13267,1,Niccas been deerin me err weekend but I bet I hit dat A dolo dis weekend if niccas playin &#9996;&#65039;,1
4365,13268,1,Niccas catchin dem theft under $500 charges out here...shit ugly I guess niccas Tryn get it fa da holidays &#128557;&#128514;&#128514;&#128514;&#128514;,1
4366,13270,1,Niccas use to be like you always Tryn pull a finesse....Duh nicca I need mine,1
4367,13271,1,Nice base running again by the @Yankees. Fucking ponderous.,1
4368,13272,2,"Nicholas Rushlow, wearing lucky yellow shirt, nails ""theophylline"" - ""bitter crystalline compound extracted from tea leaves"" #spellingbee",0
4369,13279,1,Nigga a dyke RT @2Girls1Richard: .. RT @_AyooTeezy: Melo garbage ass just now hitting 20k,1
4370,13291,0,Nigga just had them crackers on a chase.,1
4371,13294,1,Nigga retweets the most trash shit,1
4372,13299,1,"Nigga you made it RT @HtownsNuNu: Nigga we made it..&#128588;&#128588;""@viaNAWF: Best rider? That goes to a blaxican.""",1
4373,13302,1,Nigga... lol IDK ..Elway trying to snatch everybody! RT @jwill252: Come on redskins shitttt go sign revis idk what he want lls,1
4374,13303,0,Niggah niggah niggah don't believe me just wacthh...,1
4375,13363,1,Niggaz been making trash lately. Well not everybody but some lol,1
4376,13368,2,Nike DC is trash.,0
